,Product,Top_10_Similar_Products
1244,Жигнэмэг Любятово шоколадное 365гр какаоны нунтаг сүүтэй RUS,"['Молоко Главпродукт  270гр Сгущенка Юбилейная Шахдаг RUS', 'УндааTymbark Оргилуун 330мл Тарвас жимсний амттай лаазтай POL', 'Шоколад цагаан Bourbon 55гр бүхэл үрийн жигнэмэгтэй JPN', 'Сүүн  хүчлийн ундаа  Coyo coyo 325мл  пробиотекоор баялаг  KOR', 'Жүүс WBD Любимый 1л олон жимст бөглөөтэй тетра савлагаатай RUS', 'Саван Safeguard 125гр хатуу бактерийн эсрэг PAK', 'Ундаа хийжүүлсэн DАYAO  500мл зөгийн балаар баяжуулсан', 'Гал тогооны салфетка Урин 1ш MNG', 'Чипс Orion 48гр далайн байцаатай ууттай VNM', 'Шагшуур Pepero 32гр цагаан шоколадтай хайрцагтай KOR']"
1245,Давс Слава 1кг нунтаг цагаан RUS,"['Өндөг Баян иод С1 30 ширхэг бор вакумдсан  уургаар баялаг MNG', 'Угаалгын нунтаг Persil 3кг автомат өнгө сэргээх Гүн бохирдол арилгана DEU', 'Өндөг био иодтой 30 ширхэг Түмэн шувуут MNG', 'Вандуй Hosen 397гр ногоон нөөшилсөн', 'Эдийн саван цагаан New OK 150гр Цэвэрлэгээний', 'Гурил Улаанбаатар 5 кг 1-р зэрэг витамин болон эрдэс бодисоор баялаг MNG', 'Сармис 250гр кали кальциар баялаг вирусын эсрэг хэрэглэнэ Цэвэр хөрсний шим', 'Элсэн чихэр Алейка 2кг Цагаан түргэн уусалттай RUS', 'Лууван шүүсний 1кг А витамин кали агуулдаг эрдэс бодисын агууламжтай MNG', 'Боорцог шөлний 500гр Бамбууш']"
1246,Жигнэмэг Lotte Binch 102гр шоколадтай KOR,"['Жигнэмэг Lotte Binch 200гр шоколадаар бүрсэн KOR', 'Пробиотик тараг Danone Активиа 670гр Хар чавгатай KAZ', 'Кекс Барни 150гр шоколадны хавчуургатай хайрцагтай цэнхэр RUS', 'Чихэр Skittles fruit 38 гр олон жимсний амттай CHE', 'Чипс Orion 48гр далайн байцаатай ууттай VNM', 'Жүүс Mogu Mogu 320мл личи коконат пет THA', 'Жигнэмэг Oreo 228гр гүзээлзгэний хавчуургатай жигнэмэг цэнхэр RUS', 'Хуурай салфетика Ариун  20 ширхэг Халаасны MNG', 'Бэлэн хоол Yopokki Догбуги 260гр Бяслагтай ууттай KOR', 'Шүүс Golden Plum 473мл долоогоны пет савлагаатай MNG']"
1247,Рашаан Жанчивлан сувилал 1л байгалийн эрдэст пет савлагаатай MNG,"['Зайрмаг Ангария Брикет Пломбир 80гр Вафлитай RUS', 'Йогурт Ehrmann Эрмигурт 100гр 7.5% тослогтой Гүзээлзгэнэтэй RUS', 'Жигнэмэг MCvities Digestive 200гр, бүхэл үрийн хар шоколадтай GB', 'Зайрмаг  Баббл-гам стаканчике 70гр жимстэй RUS', 'Тараган ундаа Actimel  95гр  банана гүзээлзгэнэтэй KAZ', 'Жүүс Kagome 720мл Нэг өдрийн ногооны пет савлагаатай JPN', 'Бэлэн хоол Ottogi 120гр Кимчитэй ногоотой ууттай чанадаг улаан өнгөтэй KOR', 'Чихэр зөөлөн Trolli Sour Glowworms 100гр Исгэлэн Өтний дүрстэй DEU', ""Жигнэмэг Mc Vitie's Digestives 200гр 6 ш бүхэл үрийн хар шоколадтай GB"", 'Багет талх Атар хишиг 024215']"
1248,"Йогурт Сайн 500мл 2,5% тослогтой Лууван Жүрж жимстэй MNG","['Шоколад Kinder 100гр сүүтэй ITA', 'Будаатай шөл Талын монгол 120гр борцтой луувантай гурвалжин будаатай MNG', 'Будаатай шөл Талын Монгол 120гр цагаан будаа нунтагласан борцтой MNG', 'Жигнэмэг Orion chocoboy 40гр гүзээлзгэнэтtй хайрцагтай KOR', 'Жүүс Mogu Mogu 320мл личи коконат пет THA', 'Шоколад Kinder 50гр сүүн кремээр дүүргэгдсэн  ITA', 'Жигнэмэг Orion 38.5гр ууталж савласан  далайн байцаатай VNM', 'Чихэр Skittles wildberry 38гр исгэлэн жимсний амттай CHE', 'Ус Bubbly 450мл алимны амттай хийжүүлсэн ус MNG', 'Үрэл Зөв 85гр аарцан аньстай ууттай MNG']"
1249,Хатаасан газрын самар Kowar 30гр байгалийн хатаалттай MNG,"['Зайрмаг Рожок на йогурт черниүш 110гр пичень жимстэй RUS', 'Хүүхдийн нухаш Novofruct  Ovko 190 гр Алим  Лууван SVK', 'Бохь Dirol 13,2гр*12ш XXL тарвастай боодолтой RUS', 'Өдөр тутмын хэрэглэл Harmony 20 ш үнэртэй', 'Чихэр зөөлөн Trolli Playmouse 100гр Сахаргүй Олон жимсний амттай DEU', 'Жигнэмэг Orion 45гр хайрцагтай сафари банана жимстэй KOR', 'Тараг 1000мл Цөцгийтэй Ашигт бактери С амин дэмээр баялаг MNG', 'Бар сүүтэй Corny 40гр Нэмэлт сахарын агууламжгүй DEU', 'Өрмөнцөр Grzeski Mega 48гр кокоа крем, шоколадтай POL', 'Чихэр Storck nimm2 90гр олон жимс тарагны амт бүхий резинэн DEU']"
1250,Алчуур 35*35 хөвөн даавуун цэвэрлэгээний өлгөдөг гал тогооны Зориулалттай,"['Загас Туна Golden prize 185гр Шар буурцагийн тостой THA', 'Догбуги 500гр Мандах цагаан будааны боов жин барихад тустай шингэц сайн MNG', 'Далайн байцаа шөлний 50гр KOR', 'Яншуй 50гр А В С К витамин кали манги кальци болон эрдэс бодисоор баялаг', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Загас туна Golden Prize 150гр оливын тостой   омега 3 аар баялаг THA', 'Элдсэн гурил Элдэвтэй 12ш бэлэн шууд хэрэглэх MNG', 'Эрдэнэшиш 1ш нүүрс ус уураг кали фосфор манган фолийн хүчлийн агууламжтай', 'Цоо байцаа 3ш С витамин болон олон төрлийн ашиг шимт эрдэс бодисоор баялаг', 'Тараган ундаа Actimel  95гр натурал хольцгүй  KAZ']"
1251,Жигнэмэг Bahlsen Pick up choco 28гр Хавчуургатай Сүүтэй Шоколадтай DEU,"['Хуурай сальфетка Kleenex travel Disney 60ш KOR', 'Жигнэмэг Пай Dream cake cream 192гр кремны хавчуургатай KOR', 'Тараган ундаа Actimel 95гр кивитэй пробиотекээр баялаг', 'Ундаа ASAHI Калпис 330мл сүүн хүчлийн ундаа глютен агуулаагүй лаазтай JPN', 'Чихэр резинен Haribo Fruity Bussi 175гр резинэн DEU', 'Жүүс Mogu Mogu 320мл личи коконат пет THA', 'Йогурт Балкан 180мл Ашигтай бактераар баялаг MNG', 'Кекс Барни 150гр шоколадны хавчуургатай хайрцагтай цэнхэр RUS', 'Цэлцэгнүүр Jele beautie 100гр алим жимсний амттай ууттай THA', 'Иогурт  Pro fit 150гр  олон жимстэй зүрх судасны үйл ажиллагаа дэмжинэ']"
1252,Салат Bagro 330гр хүрэн манжингийн MNG,"['Эрдэнэ шиш Kowar 400гр нөөшилсөн THA', 'Өргөст хэмх Urbanek 2.55кг даршилсан POL', 'Өргөст хэмх Urbanek 1.65кг даршилсан POL', 'Загас туна Ottogi 200гр лаазтай KOR', 'Майонез Янта 900гр тослог 67% энгийн уургаар баялаг RUS', 'Нөөшилсөн Лечо Bagro 550гр Мөөг сонгино улаан чинжүүтэй лечо MNG ', 'Өндөг Баян иод С1 30 ширхэг бор вакумдсан  уургаар баялаг MNG', 'Вандуй Vita 184гр', 'Ширээний сальфетка Ариун 150ш Хайрцагтай MNG', 'Өргөст хэмх Urbanek 900гр gratis POL']"
1253,Сода хүнсний 500гр нунтаг RUS,"['Саван гар нүүрийн Safeguard 90гр бактерийн эсрэг PAK', 'Алчуур ахуйн болон цэвэрлэгээний 34*34см 3ш өнгийн даавуун', 'Нойтон салфетка Ариун хүүхдийн 80ширхэгтэй MNG', 'Нүүр цэвэрлэгч хөвөн ELKOS 140ш 100% хөвөн DEU', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Хогны уут Ариун 30ш 50*60см Зузаан материалтай Хар MNG', 'Гоймон Талын Монгол 120гр ууталж савласан борцтой эрдэсээр баялаг MNG', 'Исгэгч Sunsea 11гр Гурил гурилан бүтээгдэхүүн хөөлгөгч', 'Хуурай сальфетка ЭКО 400ш ууттай /Хулсны /', 'Гүнжидийн үр Ecoseed 50гр эслэгээр баялаг']"
1254,Шоколад өндгөн Kinder surprise 20гр тоглоомтой ITA,"['Йогурт Danone Даниссимо 105гр Шоколадан үрэлтэй KAZ', 'Жигнэмэг Choco Boy 100гр шоколадны хавчуургатай RUS', 'Шоколад Nestle KITKAT 41.5гр шаржигнуур өрмөнцөртэй сүүтэй RUS', 'Чихэр Happy time toy with popping 21гр тоглоомтой тэсэрдэг', 'Шоколад өндгөн Kinder surprise Ice age 20гр тоглоомтой Итали 029938', 'Цэлцэгнүүр COCON 80гр*3 аяга халбага гүзээлзгэнэ манго ананас пуддинг MYS', 'Үрэл Зөв 450гр аарцан нэрстэй ууттай MNG', 'Жүүс WBD J7 300мл 100% олон жимст нэмэлт сахарын агууламжгүй пет RUS', 'Сүү Baby shark 250мл цэвэр сүүний орцтой шоколадтай', 'Шоколад Kinder 100гр сүүтэй ITA']"
1255,Хиам Алтан нутаг 500гр Хүнс комплекс MNG,"['Бэлэн хоол Ottogi 120гр Кимчи Өндөг Далайн байцаа Мөөгтэй Чанадаг KOR', 'Загас Шпроты Морская держава Рыбалтика 240гр тослог 75% RUS', 'Хиам Бяслагт 400гр утлагат Очирдагинас MNG', 'Хиам Венская 400гр бүтэн утлагат Очирдагинас MNG', 'Бэлэн хоол Jin mai lang 117гр Ясны шөлтэй Чанадаг', 'Хиам Бяслагтай салями 450гр Үхэр хонь гахайн мах өөх агууламж Уурагтай MNG', 'Хиам Бяслагт 450гр давхар утлагат Траст MNG', 'Нарийн боов хивэгтэй 450гр Талх чихэр 021639', 'Хиам Супер Салями 600гр Хүнс комплекс MNG', 'Нарийн боов Танзуур 900гр буудайн гурил, бал бурмаар амталсан Өгөөж MNG']"
1256,Кофе шингэн OKF Mocha 240мл лаазтай KOR,"['Каппучино OKF 240мл лаазтай KOR', 'Бохь Orbit 15.6гр гаатай амны хөндийн ариун эрүүл мэндэд тустай FRA', 'Жүүс WBD Любимый 1л чангаанз бөглөөтэй тетра савлагаатай RUS', 'Шоколад Alpen gold 100гр орео хавчуургатай RUS', 'Набор Storck Merci  250гр Шоколадны цуглуулга DEU', 'Пиво Heineken Lager 330мл шилтэй alc 5% NLD', 'Жигнэмэг Любятово Ароматный миндал 280гр Бүйлс самар Нунтаг овъёостой RUS', 'Вино Alazani Valley 750мл улаан чихэрлэг сорт Saperavi GEO', 'Халаасны сальфетка Selpak Hanky 10ш 3 давхар зөөлөн TUR', 'Нойтон салфетка Ариун 30ш MNG']"
1257,Кофе OKF Caffe latte 390мл 100% Арабика үрээр хийгдсэн лаазтай KOR,"['Жигнэмэг Choco boy Blackcurrant 45гр мөөг хэлбэртэй хад жимстэй RUS', 'Жигнэмэг Mc Vities 150гр хайрцагтай нимгэн  шоколадтай амтлаг GBR', 'Кекс Барни 150гр ширхэгтэй сүүний хавчуургатай хайрцагтай цэнхэр RUS', 'Нойтон салфетка Аялал 50ш MNG', 'Ундаа хийжүүлсэн DАYAO  500мл зөгийн балаар баяжуулсан', 'Хатаасан жимс самар Kowar big mix 200гр олон төрлийн MNG', 'Набор Storck Merci 250гр сүүтэй самартай шоколадны цуглуулга цэнхэр DEU', 'Шагшуур Pepero 32гр цагаан шоколадтай хайрцагтай KOR', 'Чипс Orion 48гр далайн байцаатай ууттай VNM', 'Чихэр Damla 500гр хүчилтэй сүүний амттай ирисэн ууттай TUR']"
1258,Жигнэмэг Lotte 168гр ууттай хавчуургатай гүзээлзгэний амттай зөөлөн RUS,"['Жигнэмэг Oreo 228гр гүзээлзгэний хавчуургатай жигнэмэг цэнхэр RUS', 'Шагшуурга Nutella&Go 52гр шоколадны кремтэй RUS', 'Шоколад өндгөн Kinder surprise Ice age 20гр тоглоомтой Итали 029938', 'Нойтон салфетка Ариун хүүхдийн 80ширхэгтэй MNG', 'Чихэр KOZED litchi juice gummy candy 80гр манго грэйп личи жимсний шүүстэй', 'Уут   Олон өнгийн Зурагтай Бэлэгний цаасан уут 25x32x11 см хэмжээтэй', 'Чихэр Skittles sours 38гр олон жимсний исгэлэн амттай CHE', 'Гарын шингэн саван Safeguard 225мл Хүүхдийн 3+ насны Бактерийн эсрэг ITA', 'Жүүс Монгол лууван 200мл Луувангийн нухаш нимбэг пет MNG', 'Ус Doctor water 500мл цайр, кальци, магнитай пет MNG']"
1259,Бууз Макс 900 гр ууталж савласан хонины махтай гараар татсан MNG,"['Төмс 2кг А В аминдэм кальци төмөр агуулдаг цэвэрлэсэн Энхсүрэн Ананд MNG', 'Лууван 500гр А витамин калийн агууламжтай савласан Энхсүрэн ананд MNG', 'Шахмал ганга 30ш суурьтай Монгол ахуйн уламжлал MNG', ""Саван Johnson's baby 90гр +0сар Сүүтэй Хүүхдийн биед харшил үүсгэхгүй ITA"", 'Нүүрний маск Биомон Гүн чийгшүүлэн нөхөн төлжүүлнэ MNG', 'Сонгино шар 500гр К аминдэмийн агууламжтай савласан Энхсүрэн Ананд MNG', 'Ус АРА 500мл гүзээлзгэний амттай оргилуун пет савалгаатай MNG', 'Ариун цэврийн хэрэглэл Kotex GOODFEEL 14ш 26см Өдрийн Хөвөн зөөлөн KOR', 'Давс Шүдэн уулын 450гр Ягаан өнгөтэй нунтаг эрдэсээр баялаг MNG', 'Эдийн саван Liby 100 гр өнгөтэй хувцасны']"
1260,Бантангийн гурил Талын Монгол 80гр борцтой овъёостой MNG,"['Далайн байцаа оригнал амталсан 40гр KOR', 'Элдсэн гурил Элдэвтэй бүхэл үрийн 240гр 6ш бэлэн MNG', 'Нойтон салфетка Rascal  Friends Хүүхдийн эмзэг арьсны 80 ш NZL', 'Иогурт Danone 100гр  алим лийртэй кальциар баялаг KAZ', 'Гүнжидийн үр Ecoseed 50гр эслэгээр баялаг', 'Талх Мовьёос 200гр Эслэгтэй маалингын гурилтай эрүүл мэндэд тустай MNG', 'Бэлэн хоол Samyang Chacharoni 140гр жантай чанадаг хуурган KOR', 'Нимгэн төмстэй үхрийн мах Хооллоё 800гр халааж хэрэглэнэ MNG', 'Амтлагч Улаан чинжүү Ecoseed 50гр нунтаг', 'Сүүн  хүчлийн ундаа  Coyo coyo 325мл  пробиотекоор баялаг  KOR']"
1261,Хутга  Зэвэрдэггүй ган Нүхтэй 15.8см иртэй Хар иштэй  8838 CanDo JPN,"['Мантуу Хөвсгөр 350гр саран дээд гурилаар хийсэн MNG', 'Ургамлын тос Олейна 1000мл A D F E витамин 100% Наранцэцгийн тос RUS', 'Жүүс Pfanner apple 2л тетра алимны 100% тетра савлагаатай DEU', 'Гал тогооны алчуур Яргуй 50ш таславчтай Угааж мушгидаг', 'Сонгино 500гр К аминдэм эрдэс бодисоор баялаг цусны бүлэгнэлийг зохицуулна', 'Өргөст хэмх Газар шим 700мл даршилсан MNG', 'Гоймон Лапша сармистай туузан 300гр эрдэсээр баялаг дархлааг дэмжинэ MNG', 'Оливын тос  Luglio  Pomace   1000мл  Olio di sansa  шилтэй ITA', 'Цагаан будаа Сакура 3кг ууталж савласан тагтай эрдэс бодисоор баялаг', 'Цагаан будаа Манка 5кг Грийн импекс уураг амин дэмээр баялаг RUS']"
1262,"Зайрмаг Эскимос  80гр ""чебоксарское лакомство"" цөцгийтэй  RUS","['Кофе шингэн KAFFA 190мл соруултай, тетра', 'Зайрмаг Ангария 80гр Ванильтай 15% тослогтой RUS', 'Жүүс Woongjin Tasty Jeju Mandarines 180мл 50% Мандарины орцтой Шилтэй KOR', 'Нойтон салфетка Kleenex 10ш бактерийн эсрэг KOR', 'Йогурт Danone 100гр банана кальциар  баялаг KAZ', 'Йогурт Ehrmann Эрмигурт 100гр 3.2% тослогтой Гүзээлзгэнэтэй RUS', ""Кофе шингэн Let's be Cappuccino 240мл лаазтай KOR"", 'Жүүс Kagome 720мл Ногоо жимсний холимог пет савлагаатай JPN', 'Хүүхдийн нухаш Novofruct  Ovko 120 гр  Алим Лууван Тоортой Шахдаг SVK', 'Сырок Поспел Лагуна 40гр Аарц Жимсний чанамалтай RUS']"
1263,Зай Monel LR03-BP1*10P AAA хэмжээтэй Alkaline(шүлттэй) 1.5V 1-р савлагдсан,"['Цавуу цаасны Mungyo 8гр шахмал ногоон Солонгос GST8', 'Жигнэмэг Bourbon 47гр шоколад болон сүүтэй амтлаг JPN', 'Талх Вива 300гр бүхэл үрийн амин дэмээр баялаг MNG', 'Хушганы гол ЗА 400гр A B C E K витамин натри төмөр цайр магни агуулдаг UZB', 'Йогурт Ehrmann Alpenland 95гр 0.3% тослогтой Интоортой Тоортой RUS', 'Бэлдмэл Vitos 100мл элэг хамгаалах MGL', 'Алчуур ахуйн болон цэвэрлэгээний 34*34см 3ш өнгийн даавуун', 'Нухаш Бумбардай 110гр  лууван хулуу алимтай эрдэсээр баялаг MGL', 'Талх 350гр хар чихэргүй зүссэн сахарын хэмжээг буруулах Мон бэйкери MNG', 'Хар чавга ястай ЗА 500 гр В аминдэм кали магнийн өндөр агууламжтай UZB']"
1264,Жигнэмэг Parle250гр Hide&Seek choco rolls хайрцагтай IND,"['Жүүс tymbark 330 мл лемонтой лаазтай POL', 'Ундаа Tymbark Оргилуун 330мл Кактус жимсний амттай лаазтай POL', 'Ундаа Tymbark Оргилуун 330мл Гүзээлзгэнэ жимсний амттай лаазтай POL', 'Ундаа Tymbark 300мл черри жимсттэй кола хийжүүлсэн лаазтай POL', 'Ундаа Tymbark Оргилуун 330мл Манго жимсний амттай лаазтай POL', 'Аяга таваг угаагч Fairy 750мл /нимбэгний үнэртэй / TUR', 'Тараган ундаа Actimel  95гр  банана гүзээлзгэнэтэй KAZ', 'Тараган ундаа Actimel 95гр  гүзээлзгэнэтэй пробиотекээр баялаг KAZ', 'Гал тогооны алчуур UNU-L 24ш 22.5*22.5см Шингээлт сайн Нян үржихгүй', 'Будаатай шөл Талын монгол 120гр борцтой луувантай гурвалжин будаатай MNG']"
1265,Хатаасан жимс самар Kowar 30гр halloween mix олон төрлийн MNG,"['Шоколад Alpen gold 85гр самар сүүтэй шоколад хавтгай ногоон RUS', 'Шоколад Golden govi Нүүдэл 70гр сүүтэй 2823918', 'Шоколад хар Bourbon 55гр бүхэл үрийн жигнэмэгтэй JPN', 'Нухаш Бумбардай Лууван алимтай 110мл Амин дэмтэй MNG', 'Шоколад Alpen gold 95гр гүзээлзгэнэ ореотой шоколад хавтгай ягаан RUS', 'Үрэл Зөв 450гр аарцан үрэл энгийн ууттай MNG', 'Зай Monel AA хэмжээтэй Alkaline (шүлттэй) 1.5V 7-р савлагдсан LR6-BP7', 'Шоколад цагаан Bourbon 55гр бүхэл үрийн жигнэмэгтэй JPN', 'Шоколад Alpen gold 90гр нэрс жимс Oreo жигнэмэгний хавчуургатай RUS', 'Ааруул Идээний дээж 700гр Хорхой Чихэрлэг Кальциар баялаг MNG']"
1266,"Гурвалжин будаа Слава 1кг төмөр агуулсан, хорт бодисыг гадагшлуулна RUS","['Лууван 1кг А витамин болон калийн өндөр агууламжтай Цэвэр хөрсний шим MNG', 'Сонгино шар ЗА 450гр К аминдэм эрдэс бодис агуулдаг Цэвэр хөрсний шим MNG', 'Манжин хүрэн 400гр C B1 B2 аминдэмүүд төмрийн агууламжтай Цэвэр хөрсний шим', 'Төмс 5кг Шинэ ургац кальци фосфор цайр агуулдаг Цэвэр хөрсний шим MNG', 'Цагаан будаа Слава 2кг Грийн импекс уургаар баялаг RUS', 'Гурил Улаанбаатар 5 кг 1-р зэрэг витамин болон эрдэс бодисоор баялаг MNG', 'Ариун цэврийн цаас Ариун 10 ширхэгтэй MNG', 'Тахианы гуя За1кг уургаар баялаг RUS', 'Цагаан будаа Аншан 5кг эрдэс бодис уургаар баялаг ууттай', 'Амтлагч Цагаан гаа нунтаг Шувуутайн гол 30гр']"
1267,Талх Овьёостой 240гр зүрхний хэмнэл тогтворжуулах эрүүл мэндэд тустай MNG,"['Бекон Алтанг 200гр гахайн махан хуудсан 021311 RUS', 'Жигнэмэг Choco Boy 45 гр ирисний хавчуургатай RUS', 'Тараган ундаа Actimel  95гр натурал хольцгүй  KAZ', 'Талх сэндвич 500гр Талх чихэр 021639', 'Үзгэн бал Pilot Хөх өнгийн 0.38 мм хошуутай G2-38 Дардаг Хуванцар JPN', 'Далайн байцаа жижиг Kimnori 4гр халуун ногооны амттай KOR', 'Шүдний оо SPLAT 100мл Калийн ионы өндөр үр дүн Цайруулагч RUS', 'Эрдэнэ шиш Vita 340гр чихэрлэг', 'Загас Туна Sajo Haepyo 150гр Light Standard KOR', 'Ширээний сальфетка Ариун 200ш Зөөлөн MNG']"
1268,Еэвэн чавгатай 500гр эрүүл мэндийн гурилтай,"['Талх Вива 440гр Гэр бүлийн цагаан гурилын зүссэн MNG', 'Нарийн боов бүхэл үрийн сүүт 450гр талх чихэр', 'Сүү Baby shark 250мл цэвэр сүүний орцтой шоколадтай', ""Жигнэмэг MC Vitie's 400гр wholewheat origil бүхэл үрийн GB"", 'Саван гар нүүрийн Safeguard 90гр бактерийн эсрэг PAK', 'Нарийн боов Хошуу тариан 450гр Талх чихэр 021639', 'Хүүхдийн нухаш Kubus 100гр гүзээлзгэнэтэй амин дэмээр баялаг FRA', 'Элдсэн гурил Лапша 270 гр ууталж савласан өндөгтэй MNG', 'Сүү Baby shark 250мл   сахаргүй  A D B12 витаминтай', 'Хүүхдийн нухаш Novofruct   190 гр Алим Лууван Хулуу SVK']"
1269,Талх Амуу 300гр Тэнгэрийн хишиг 2560062-40,"['Талх Соёолж 250гр Олон үрийн чихэргүй эрдэсээр баялаг Тэнгэрийн хишиг MNG', 'Сүү Baby shark 250мл   сахаргүй  A D B12 витаминтай', 'Сүү Baby shark 250мл цэвэр сүүний орцтой шоколадтай', ""Кроссант шанзтай Атархишиг Kid's bakery 2708434"", 'Иогурт  Pro fit 150гр  олон жимстэй зүрх судасны үйл ажиллагаа дэмжинэ', 'Ус Aqua Se 500мл пет MNG', 'Сүү PRO 250мл цэцгийн амттай лактосгүй кальциар баялашг MNG', 'Иогурт  Go fit 150гр чавгатай 15тэрбум пробиотектэй', 'Цөцгийн тос Өлзий 180гр 82% тослогтой Уургаар баялаг MNG', 'Иогурт Danone 100гр  алим лийртэй кальциар баялаг KAZ']"
1270,Талх Соёолж 250гр Олон үрийн чихэргүй эрдэсээр баялаг Тэнгэрийн хишиг MNG,"['Талх Амуу 300гр Тэнгэрийн хишиг 2560062-40', ""Кроссант шанзтай Атархишиг Kid's bakery 2708434"", 'Тараг Миний Монголын Элгэн тараг 750гр Уламжлалт аргаар Чихэргүй MNG', 'Сүү PRO 250мл цэцгийн амттай лактосгүй кальциар баялашг MNG', 'Цөцгийн тос Өлзий 180гр 82% тослогтой Уургаар баялаг MNG', 'Иогурт  Pro fit 150гр  олон жимстэй зүрх судасны үйл ажиллагаа дэмжинэ', 'Ингэний сүүн ундаа Камису 330мл  сүүн хүчилээр баялаг MGL', 'Өглөөний хоол  Nestle 460гр  ууттай  бүхэл үрийн шоколадтай  RUS', 'Иогурт  Go fit 150гр чавгатай 15тэрбум пробиотектэй', 'Иогурт Danone 100гр  алим лийртэй кальциар баялаг KAZ']"
1271,Хиам Зочид 800гр чанамал MNG,"['Өргөст хэмх Urbanek 680гр даршилсан POL', 'Хиам Онцгой 800гр чанамал Мах импекс MNG', 'Өргөст хэмх Urbanek 900гр даршилсан POL', 'Өргөст хэмх Hainich Даршилсан 720гр Шилтэй DEU', 'Өргөст хэмх Urbanek 900гр gratis POL', 'Майонез Улаанбаатар 500гр 70% тослог Транс тосгүй MNG', 'Ширээний сальфетка Ариун 150ш Хайрцагтай MNG', 'Ааруул Идээний дээж 400гр Хорхой Чихэрлэг Кальциар баялаг MNG', 'Вандуй ногоон Novofruct 200гр нөөшилсөн SVK', 'Салат Дунай Urbanek 520гр өргөст хэмх лууван чинжүүтэй POL']"
1272,Жигнэмэг Bahlsen Leibniz Zoo 100гр Амьтны дүрстэй 4 төрөл DEU,"['Жүүс WBD J7 300мл 100% олон жимст нэмэлт сахарын агууламжгүй пет RUS', 'Чихэр KOZED grape juice gummy candy 80гр манго грэйп личи жимсний шүүстэй', 'Тараган ундаа Actimel 95гр  гүзээлзгэнэтэй пробиотекээр баялаг KAZ', 'Шагшуур Pepero 32гр чөмөгтэй хайрцагтайKOR', 'Жигнэмэг Choco Boy 100гр шоколадны хавчуургатай RUS', 'Зайрмаг Icemark Бамбар 65гр Аарцтай Сүүний амттай MNG', 'Жигнэмэг Oreo 228гр шоколадны хавчуурга хайрцагтай RUS', 'Нойтон салфетка Rascal  Friends Хүүхдийн эмзэг арьсны 80 ш NZL', 'Шагшуур Pepero 32гр цагаан шоколадтай хайрцагтай KOR', 'Жигнэмэг Oreo 228гр ванильны амттай хайрцагтай цэнхэр RUS']"
1273,Набор Belgian Hearts 200гр Зүрхэн хэлбэртэй Сүүтэй шоколад BEL  ,"['Шоколад Bourbon 55гр бүхэл үрийн жигнэмэгтэй сүүтэй JPN', 'Кекс Барни 150гр ширхэгтэй сүүний хавчуургатай хайрцагтай цэнхэр RUS', 'Чихэр Loose mix 930гр snickers mars twix bounty millky way бохьтой RUS', 'Үрлэн чихэр G&G Schoko Rosinen 200гр Ууттай DEU', 'Ундаа Тэрэлж оргилуун 330мл Алтангагнуур эмийн ургамалтай лаазтай MNG', 'Бохь G G Kaugummi 2 төрөл савтай 65гр Deu', 'Чипс Taffel 130гр ууталж савласан цөцгий болон ногоон сонгинотой RUS', 'Шоколад Alpen gold 95гр OREO жигнэмэгтэй цагаан RUS', 'Чихэр Cobarrede 400гр цагаан шоколад олон үртэй эрүүл мэндийн овьёстой RUS', 'Шагшуур Pepero 47гр шоколадтай хайрцагтайKOR']"
1274,Жигнэмэг Bahlsen Pick up choco 106гр Сүүтэй Шоколадтай DEU,"['Сүү Пороро 180мл Ванильтай Кальциар баялаг MNG', 'Тараг  Danone  105гр гүзээлзгэнэ шокладтай эрүүл тараган  ундаа KAZ', 'Тараган ундаа Actimel  95гр  гранат анар жимстэй KAZ', 'Шоколад Nestle KITKAT 41.5гр шаржигнуур өрмөнцөртэй сүүтэй RUS', 'Чипс Nong shim Onion rings 40гр сонгинотой ууттай KOR', 'Шоколад өндгөн Kinder surprise 20гр тоглоомтой ITA', 'Жигнэмэг Choco Boy 100гр шоколадны хавчуургатай RUS', 'Сүүн хүчлийн ундаа Yili 5ш 100мл k56  гүзээлзгэнэтэй ашигтай бактер', 'Жүүс Woongjin Tasty Jeju Mandarines 500мл 50% Мандарины Пет савтай KOR', 'Жүүс WBD J7 300мл 100% олон жимст нэмэлт сахарын агууламжгүй пет RUS']"
1275,Давс Шүдэн уулын 800гр Ягаан өнгөтэй нунтаг MNG,"['Гоймон Riscossa 500гр шпагетти 95 уураг амин дэмээр баялаг ITA', 'Цагаан будаа Сакура ягаан 2 кг Грийн импекс уургаар баялаг', 'Далайн байцаа SSS Амталсан нунтаг 50г KOR', 'Амтлагч Рояал 20гр нунтаг хар перец PAK', 'Эдийн саван Popular 150гр бүх төрлийн зориулалттай IDN', 'Исгэгч Sunsea 11гр Гурил гурилан бүтээгдэхүүн хөөлгөгч', 'Чихэр зөөлөн Fini WildStrawberries 90-100гр гүзээлзгэнэ жимсний амттай  ESP', 'Цэлцэгнүүр Найзууд Dasha 250гр 022292 MNG', 'Эдийн саван Popular цагаан 3ш 150гр IDN', 'Нухаш Бумбардай 110гр лууван гадил жимстэй амин дэмээр баялаг MNG']"
